Width,Height,Icing Thickness,Flavour,Wedding,Fancy,Price
11,7,7,strawberry,No,Somewhat,48.61
9,5,6,lemon,No,Somewhat,37.14
9,5,10,marzipan,No,Somewhat,11.66
10,4,8,vanilla,No,Somewhat,16.93
9,10,12,vanilla,No,No,19.1
6,9,7,chocolate,No,No,20.54
12,11,6,vanilla,Yes,Somewhat,81.65
10,5,9,vanilla,No,Somewhat,22.89
9,6,11,chocolate,No,No,10.6
9,11,9,chocolate,Yes,No,23.6
12,9,12,chocolate,No,No,36.48
6,9,9,vanilla,No,Somewhat,10.75
7,4,10,strawberry,No,No,3.57
7,7,8,raspberry,No,No,9.86
5,10,6,lemon,Yes,No,3.77
13,9,4,chocolate,No,No,58.25
12,6,9,chocolate,No,Somewhat,40.1
11,7,10,vanilla,No,No,35.66
14,9,9,chocolate,No,No,94.97
11,9,8,vanilla,No,Somewhat,77.3
11,4,7,chocolate,No,No,31.12
8,7,6,vanilla,No,No,24.7
5,6,7,chocolate,No,No,7.6
9,6,6,strawberry,No,Somewhat,33.88
11,8,7,vanilla,No,No,67.15
8,7,4,vanilla,No,No,24.92
9,8,6,chocolate,No,Somewhat,51.2
11,10,5,vanilla,Yes,Somewhat,46.33
10,5,5,lemon,No,Somewhat,26.84
8,8,7,chocolate,No,No,19.6
6,7,10,chocolate,No,Somewhat,12.53
8,7,12,chocolate,No,Somewhat,10.58
4,5,11,vanilla,No,Very,1.44
12,5,8,chocolate,No,No,45.09
10,8,5,vanilla,No,Somewhat,50.15
7,9,5,marzipan,Yes,Somewhat,15.03
13,9,5,vanilla,No,No,82.24
5,7,10,vanilla,No,Somewhat,9.24
13,10,9,vanilla,No,No,52.08
8,9,10,chocolate,No,Somewhat,18.66
9,6,8,chocolate,No,Somewhat,30.74
8,10,11,strawberry,No,No,21.32
4,6,7,vanilla,No,Somewhat,4.81
13,8,8,lemon,No,Somewhat,70.25
4,6,7,chocolate,No,Very,4.13
10,9,9,chocolate,No,No,52.51
10,6,5,chocolate,No,No,29.65
12,12,5,chocolate,Yes,No,62.21
9,9,10,lemon,No,No,24.02
11,9,4,lemon,No,Somewhat,73.79
11,7,7,strawberry,No,No,30.67
12,6,9,vanilla,No,Somewhat,43.8
10,4,10,lemon,No,Somewhat,17.32
8,7,10,chocolate,No,No,19.24
7,10,5,chocolate,No,Somewhat,20.01
10,9,7,vanilla,No,No,36.35
6,6,12,strawberry,No,No,3.68
12,9,10,lemon,No,No,70.82
6,6,6,strawberry,No,Somewhat,19.01
6,9,7,chocolate,No,No,18.82
12,5,7,vanilla,No,No,20.94
8,8,7,vanilla,No,Very,36.8
14,10,8,marzipan,No,No,98.78
6,9,8,marzipan,No,Somewhat,16.43
12,9,7,vanilla,No,No,62.69
6,6,7,lemon,No,Somewhat,14.9
7,10,10,chocolate,Yes,Somewhat,16.21
5,6,5,vanilla,No,No,5.35
7,8,6,chocolate,Yes,No,6.9
13,8,8,vanilla,No,Somewhat,82.91
6,7,8,vanilla,No,No,7.17
11,6,11,chocolate,No,Very,19.71
4,4,7,vanilla,No,Somewhat,2.82
12,9,8,chocolate,No,Very,50.15
13,8,5,chocolate,No,Somewhat,60.93
8,7,7,strawberry,No,Somewhat,29.36
12,9,11,vanilla,No,No,35.1
5,8,6,chocolate,No,Very,15.54
11,4,5,chocolate,No,Somewhat,33.61
7,6,9,chocolate,No,No,8.87
9,5,9,lemon,No,No,14.96
7,9,9,lemon,No,No,12.26
8,9,9,chocolate,No,No,18.18
12,7,11,chocolate,No,Somewhat,44.31
8,4,11,chocolate,No,Very,5.87
13,10,8,vanilla,No,Somewhat,75.67
10,5,12,chocolate,No,No,12.0
13,6,8,vanilla,No,Somewhat,38.78
11,9,9,vanilla,No,No,50.13
5,7,6,chocolate,No,Somewhat,13.03
14,14,9,chocolate,Yes,No,41.35
11,10,5,lemon,Yes,No,28.71
10,13,8,chocolate,Yes,Somewhat,51.21
9,5,11,strawberry,No,Somewhat,17.78
6,5,11,chocolate,No,Somewhat,4.45
6,9,11,lemon,No,No,14.24
9,6,12,chocolate,No,Somewhat,10.41
14,14,4,vanilla,Yes,Somewhat,120.92
9,10,6,vanilla,Yes,No,21.46
5,7,9,strawberry,No,No,7.23
12,10,8,lemon,Yes,Somewhat,53.85
11,5,5,lemon,No,Somewhat,26.91
13,14,7,vanilla,Yes,No,30.44
8,12,5,marzipan,Yes,Somewhat,32.79
5,4,8,strawberry,No,Somewhat,5.12
12,6,8,vanilla,No,Very,32.91
9,7,10,chocolate,No,No,28.53
4,5,8,chocolate,No,Somewhat,6.99
8,5,8,chocolate,No,Somewhat,22.04
11,9,10,chocolate,No,No,28.59
11,10,6,lemon,No,Somewhat,86.04
10,10,12,chocolate,No,Somewhat,28.97
7,8,6,chocolate,No,Somewhat,21.71
11,9,5,chocolate,No,Somewhat,64.21
8,10,5,vanilla,No,Somewhat,41.08
6,9,9,vanilla,No,No,14.16
11,6,10,vanilla,No,Somewhat,24.49
12,7,9,chocolate,No,No,44.01
11,9,6,vanilla,No,Somewhat,82.78
11,6,10,strawberry,No,No,15.44
10,5,10,vanilla,No,No,13.38
6,6,9,chocolate,No,Somewhat,11.32
7,6,8,lemon,No,Very,8.9
6,6,7,chocolate,No,No,11.83
9,7,10,strawberry,No,Somewhat,18.74
6,11,8,chocolate,Yes,Somewhat,14.57
14,7,6,chocolate,No,Somewhat,97.7
6,7,7,lemon,No,No,8.64
4,6,6,chocolate,No,No,6.24
6,6,9,lemon,No,Somewhat,9.37
11,8,6,vanilla,No,Somewhat,61.38
8,8,8,lemon,No,Very,25.3
8,8,5,chocolate,No,No,22.77
13,10,9,chocolate,No,No,91.25
13,9,7,vanilla,No,No,54.54
10,12,10,chocolate,Yes,Somewhat,28.48
9,8,4,strawberry,No,No,20.51
8,5,7,vanilla,No,No,12.47
11,5,6,vanilla,No,Somewhat,29.52
10,7,9,vanilla,No,Very,27.18
10,4,5,vanilla,No,Very,14.44
8,4,7,strawberry,No,Somewhat,14.92
10,7,12,chocolate,No,Somewhat,22.56
8,6,4,marzipan,No,Very,16.94
6,8,7,chocolate,No,Somewhat,11.62
7,10,7,vanilla,No,Somewhat,21.17
7,8,6,lemon,No,Very,16.08
6,9,4,vanilla,No,Somewhat,11.34
7,5,9,strawberry,No,No,8.13
12,6,9,vanilla,No,No,30.2
10,8,9,chocolate,No,Somewhat,39.44
9,14,8,vanilla,Yes,Somewhat,52.68
4,7,11,chocolate,No,Somewhat,2.89
10,10,10,lemon,No,No,26.03
12,6,9,lemon,No,No,36.67
9,11,8,vanilla,Yes,No,8.22
10,5,9,strawberry,No,Somewhat,19.1
11,8,7,chocolate,No,Somewhat,73.48
6,9,7,vanilla,No,No,13.91
9,8,4,vanilla,No,Somewhat,28.78
6,5,10,chocolate,No,No,8.5
11,7,5,vanilla,No,Very,41.36
13,7,8,lemon,No,Very,47.4
13,10,4,vanilla,No,No,94.58
9,7,8,lemon,No,Somewhat,36.16
8,7,9,vanilla,No,No,16.75
10,9,8,chocolate,No,Somewhat,55.81
11,14,8,chocolate,Yes,No,26.31
12,9,4,marzipan,No,Somewhat,61.63
13,9,10,vanilla,No,No,45.78
6,6,7,marzipan,No,Somewhat,11.66
9,7,10,chocolate,No,Somewhat,24.54
10,5,8,chocolate,No,No,26.19
5,11,7,chocolate,Yes,Somewhat,8.64
10,8,7,vanilla,No,Somewhat,34.47
7,6,7,vanilla,No,Somewhat,17.12
12,5,10,chocolate,No,Very,30.46
13,8,10,chocolate,No,No,35.64
12,7,5,strawberry,No,Very,49.8
10,6,10,lemon,No,Somewhat,30.84
6,6,11,vanilla,No,Somewhat,5.5
8,8,8,chocolate,No,Somewhat,29.2
7,6,10,vanilla,No,No,9.67
6,6,7,vanilla,No,Somewhat,8.75
6,6,8,chocolate,No,No,7.92
7,6,7,vanilla,No,Somewhat,20.03
10,5,10,chocolate,No,Somewhat,19.84
9,5,7,chocolate,No,Very,14.54
7,6,9,chocolate,No,Somewhat,8.91
12,7,7,strawberry,No,No,60.11
9,7,9,chocolate,No,Somewhat,28.78
12,10,9,chocolate,No,No,44.38
10,7,5,chocolate,No,Somewhat,38.5
8,4,7,chocolate,No,Somewhat,17.71
6,6,10,vanilla,No,No,5.86
4,6,5,lemon,No,Somewhat,6.74
11,5,9,vanilla,No,Somewhat,30.9
4,6,8,chocolate,No,Somewhat,5.18
11,10,7,chocolate,Yes,Somewhat,57.75
12,5,9,chocolate,No,Somewhat,30.83
6,7,7,lemon,No,Somewhat,10.66
10,5,5,chocolate,No,Somewhat,34.65
11,13,10,strawberry,Yes,Somewhat,36.52
12,8,7,lemon,No,No,49.68
9,14,11,chocolate,Yes,Somewhat,40.24
6,7,7,chocolate,No,No,13.61
8,5,10,vanilla,No,Somewhat,12.02
8,9,9,chocolate,No,Somewhat,33.52
5,8,10,vanilla,No,Somewhat,6.92
7,7,5,chocolate,No,Somewhat,14.54
7,11,6,chocolate,Yes,Somewhat,34.55
10,14,7,chocolate,Yes,Somewhat,65.32
5,5,11,chocolate,No,No,3.42
10,8,11,vanilla,No,Very,15.98
12,5,10,strawberry,No,No,25.92
10,11,7,marzipan,Yes,Somewhat,33.53
11,9,8,vanilla,No,No,48.88
11,7,8,chocolate,No,No,34.04
14,7,4,vanilla,No,Somewhat,95.88
9,8,10,chocolate,No,Somewhat,28.21
11,5,9,chocolate,No,Somewhat,20.86
9,8,7,vanilla,No,No,25.82
7,10,9,vanilla,Yes,Very,20.79
13,11,10,lemon,Yes,No,18.42
11,6,4,vanilla,No,Very,38.6
11,7,7,chocolate,No,No,52.79
5,5,5,chocolate,No,No,8.38
5,8,11,coffee,No,Somewhat,7.01
9,8,9,lemon,No,No,23.3
5,7,10,lemon,No,No,9.5
11,9,11,chocolate,No,Very,32.58
9,7,9,chocolate,No,Somewhat,33.88
8,7,4,chocolate,No,No,26.04
6,6,8,chocolate,No,No,14.85
9,6,9,vanilla,No,Somewhat,19.17
8,6,6,lemon,No,No,27.58
9,11,8,chocolate,Yes,Somewhat,36.74
6,6,6,chocolate,No,Very,10.37
7,9,12,vanilla,No,No,8.62
14,8,5,vanilla,No,Somewhat,77.62
7,8,11,marzipan,No,Somewhat,12.54
8,10,4,vanilla,Yes,No,4.89
11,8,7,lemon,No,No,52.33
12,7,10,strawberry,No,Somewhat,24.12
7,6,11,marzipan,No,No,7.78
13,9,9,marzipan,No,No,63.17
9,10,7,vanilla,No,Somewhat,43.31
11,9,6,lemon,No,Somewhat,90.64
8,8,5,marzipan,No,Somewhat,24.15
12,8,9,chocolate,No,Somewhat,50.19
11,7,8,vanilla,No,No,33.06
9,7,12,chocolate,No,Very,10.68
13,8,10,strawberry,No,Somewhat,49.0
13,12,6,vanilla,Yes,Somewhat,133.75
9,10,7,chocolate,No,Somewhat,36.9
9,10,7,vanilla,No,Very,26.5
8,5,5,vanilla,No,No,16.53
13,10,5,chocolate,No,No,73.09
8,9,9,chocolate,No,Somewhat,39.24
8,12,8,vanilla,Yes,Somewhat,29.51
11,4,9,chocolate,No,Very,17.4
12,9,6,lemon,No,No,77.04
12,7,7,vanilla,No,No,43.85
14,11,7,chocolate,Yes,No,22.36
11,8,12,vanilla,No,Somewhat,25.53
7,8,9,vanilla,No,Somewhat,25.01
4,6,11,vanilla,No,Somewhat,4.53
5,8,9,lemon,No,Very,9.01
6,11,5,chocolate,Yes,Somewhat,19.72
10,6,6,chocolate,No,No,45.74
10,4,11,vanilla,No,Somewhat,12.84
10,9,8,lemon,No,Somewhat,57.79
8,8,6,chocolate,No,No,37.22
11,10,7,chocolate,No,Somewhat,65.83
9,7,8,strawberry,No,Somewhat,40.55
10,6,10,vanilla,No,Somewhat,28.94
12,10,7,marzipan,No,No,57.79
11,6,8,vanilla,No,Somewhat,29.24
7,7,9,chocolate,No,Very,20.87
11,7,7,chocolate,No,Somewhat,34.06
13,9,10,vanilla,No,No,54.4
7,6,9,chocolate,No,No,14.5
8,5,10,lemon,No,No,13.27
12,8,9,vanilla,No,Very,32.09
11,10,5,chocolate,Yes,Somewhat,55.19
10,7,10,vanilla,No,Somewhat,28.23
6,9,12,vanilla,Yes,Very,7.09
12,6,7,vanilla,No,Very,55.0
5,4,9,vanilla,No,No,3.58
14,10,6,vanilla,No,Somewhat,88.42
8,8,7,vanilla,No,No,14.4
4,5,8,vanilla,No,No,2.46
10,6,7,vanilla,No,Somewhat,41.58
9,7,7,lemon,No,Somewhat,39.8
6,5,7,chocolate,No,Somewhat,8.14
7,10,8,chocolate,No,Somewhat,31.85
12,9,8,marzipan,No,Somewhat,80.02
8,7,10,vanilla,No,Somewhat,18.73
6,6,4,lemon,No,Very,9.46
9,6,12,marzipan,No,Somewhat,15.42
13,9,7,vanilla,No,No,90.7
12,7,4,chocolate,No,Somewhat,62.09
10,7,5,chocolate,No,No,22.62
12,7,12,chocolate,No,No,26.16
10,7,11,vanilla,No,Somewhat,24.73
8,5,9,chocolate,No,Somewhat,15.57
8,13,11,vanilla,Yes,No,11.56
13,13,10,chocolate,Yes,Somewhat,87.26
8,9,9,chocolate,No,No,17.43
6,8,9,lemon,No,No,15.02
10,8,6,chocolate,No,Somewhat,58.03
7,8,6,lemon,No,Very,33.1
6,7,8,vanilla,No,Somewhat,12.83
13,9,9,vanilla,No,No,38.15
8,12,10,strawberry,Yes,No,10.16
9,12,8,chocolate,Yes,Somewhat,30.67
6,8,12,vanilla,No,No,4.54
9,9,5,chocolate,No,Somewhat,51.35
11,6,11,chocolate,No,No,22.02
7,8,6,chocolate,No,Somewhat,25.14
10,6,8,chocolate,No,Somewhat,36.9
11,7,11,marzipan,No,Very,23.62
13,9,9,vanilla,No,Somewhat,81.01
4,7,8,vanilla,No,Somewhat,5.12
6,9,9,lemon,No,No,15.39
7,9,6,lemon,Yes,No,15.47
10,9,6,chocolate,No,Somewhat,76.36
7,4,12,strawberry,No,No,5.07
11,6,6,strawberry,No,Somewhat,46.78
11,4,6,chocolate,No,No,28.68
10,6,9,chocolate,No,No,22.83
10,9,5,chocolate,No,Very,36.81
6,8,9,chocolate,No,No,14.46
7,7,9,marzipan,No,Somewhat,17.09
11,6,11,strawberry,No,Somewhat,21.75
4,7,8,vanilla,No,Somewhat,5.15
10,8,9,vanilla,No,Somewhat,34.71
11,5,7,chocolate,No,Somewhat,29.65
11,5,8,chocolate,No,Somewhat,25.96
12,7,8,chocolate,No,Very,58.52
7,8,7,lemon,No,No,23.17
10,11,8,chocolate,Yes,Very,68.34
14,9,7,chocolate,No,Somewhat,79.11
12,7,9,chocolate,No,Somewhat,50.7
10,7,11,lemon,No,Somewhat,23.03
11,10,8,chocolate,No,Somewhat,64.42
12,9,11,chocolate,No,Somewhat,38.85
14,10,9,vanilla,No,Somewhat,76.64
5,5,9,vanilla,No,Somewhat,5.5
9,9,8,vanilla,No,Very,33.24
7,8,7,vanilla,No,Somewhat,27.23
11,7,11,marzipan,No,No,23.83
7,8,5,chocolate,No,No,17.86
7,7,5,strawberry,No,Somewhat,16.78
7,8,7,lemon,No,No,23.62
13,8,8,strawberry,No,Somewhat,58.92
12,6,7,chocolate,No,Somewhat,73.96
6,8,10,chocolate,No,Somewhat,12.74
12,6,9,marzipan,No,Somewhat,42.38
7,6,9,chocolate,No,No,8.75
4,6,7,vanilla,No,Somewhat,5.59
9,8,7,strawberry,No,Very,38.73
10,10,8,lemon,Yes,Somewhat,46.31
13,8,11,chocolate,No,No,49.07
5,5,6,chocolate,No,Somewhat,6.05
13,6,9,chocolate,No,Very,35.6
7,12,6,chocolate,Yes,Somewhat,20.95
6,5,8,vanilla,No,Somewhat,8.65
7,6,7,strawberry,No,No,14.85
8,8,9,lemon,No,No,27.9
10,9,11,vanilla,No,No,14.37
5,7,8,chocolate,No,Very,7.13
13,7,10,vanilla,No,Somewhat,32.29
7,8,9,vanilla,No,Somewhat,19.4
4,8,11,lemon,Yes,Somewhat,3.39
6,8,7,vanilla,No,No,16.09
7,5,9,chocolate,No,Somewhat,12.72
5,8,6,strawberry,No,Somewhat,13.48
11,9,9,lemon,No,Somewhat,66.65
9,5,6,chocolate,No,Somewhat,24.36
9,4,8,chocolate,No,No,11.12
11,11,11,vanilla,Yes,Somewhat,36.61
6,6,7,vanilla,No,Somewhat,15.41
6,6,10,chocolate,No,Somewhat,7.03
6,9,7,lemon,No,Somewhat,14.13
6,6,7,vanilla,No,Somewhat,8.73
14,7,6,lemon,No,Somewhat,75.74
11,8,6,chocolate,No,Somewhat,77.92
11,9,10,vanilla,Yes,Somewhat,20.43
8,7,5,vanilla,No,Very,25.0
9,12,11,chocolate,Yes,Somewhat,35.26
5,6,10,lemon,No,Somewhat,6.12
10,7,7,vanilla,No,No,49.41
11,9,10,vanilla,No,Somewhat,36.76
6,7,8,chocolate,No,Somewhat,14.05
9,5,5,marzipan,No,No,23.53
10,8,8,chocolate,No,No,41.98
12,7,7,chocolate,No,Somewhat,41.03
11,8,7,strawberry,No,No,38.72
6,9,4,vanilla,No,Very,12.6
12,5,7,chocolate,No,Somewhat,61.69
9,7,7,strawberry,No,Somewhat,34.78
14,9,7,chocolate,No,Somewhat,115.28
7,5,7,strawberry,No,Somewhat,19.25
9,9,11,chocolate,No,No,17.52
5,8,7,vanilla,No,No,10.15
11,5,9,vanilla,No,Somewhat,19.22
10,7,8,chocolate,No,Somewhat,40.49
11,7,4,chocolate,No,Somewhat,65.97
4,6,7,vanilla,No,No,5.13
7,6,6,lemon,No,Somewhat,17.82
7,7,11,chocolate,No,Very,6.07
6,4,9,chocolate,No,Somewhat,6.13
9,4,5,vanilla,No,Somewhat,23.33
5,7,7,chocolate,No,Somewhat,11.64
7,8,5,chocolate,No,No,24.88
9,7,9,vanilla,No,No,30.18
10,6,7,vanilla,No,Somewhat,29.75
11,7,12,lemon,No,No,16.17
14,11,11,strawberry,Yes,No,31.1
7,8,10,strawberry,No,No,13.17
10,7,8,chocolate,No,Somewhat,54.37
4,5,9,chocolate,No,Somewhat,3.7
9,7,11,strawberry,No,Somewhat,12.89
6,6,8,strawberry,No,No,8.32
7,5,8,strawberry,No,Somewhat,7.94
12,10,12,strawberry,No,Somewhat,31.66
6,6,8,strawberry,No,No,12.63
10,9,5,strawberry,No,Very,40.59
6,4,6,lemon,No,Somewhat,10.37
5,8,11,chocolate,Yes,Somewhat,3.12
8,7,7,vanilla,No,Somewhat,25.12
11,5,5,chocolate,No,Somewhat,23.77
11,8,11,vanilla,No,Somewhat,36.81
10,5,8,chocolate,No,Somewhat,32.26
8,6,6,vanilla,No,Somewhat,25.48
10,10,7,vanilla,No,Very,32.53
13,7,8,lemon,No,Somewhat,83.49
9,10,9,chocolate,No,No,30.72
12,7,7,vanilla,No,No,32.98
12,7,7,chocolate,No,Somewhat,72.29
5,5,5,vanilla,No,Somewhat,4.98
9,9,9,strawberry,No,Somewhat,29.9
7,8,4,vanilla,No,No,15.13
5,5,9,vanilla,No,Somewhat,5.49
8,11,9,vanilla,Yes,Somewhat,23.66
5,9,9,chocolate,Yes,Somewhat,7.34
6,5,7,vanilla,No,Somewhat,7.17
10,4,9,chocolate,No,No,12.84
11,6,6,lemon,No,No,37.65
11,8,10,chocolate,No,Somewhat,41.37
7,9,11,chocolate,No,Somewhat,15.88
12,9,10,strawberry,No,Somewhat,31.1
6,9,12,vanilla,No,Very,4.71
6,8,8,strawberry,No,Somewhat,12.36
14,8,7,chocolate,No,Somewhat,76.01
11,7,4,vanilla,No,Somewhat,48.1
11,7,11,marzipan,No,No,19.22
6,5,7,chocolate,No,Somewhat,14.81
12,8,7,strawberry,No,No,65.6
7,7,11,chocolate,No,Somewhat,9.49
11,8,7,chocolate,No,No,34.45
7,8,8,vanilla,No,No,15.59
12,14,8,vanilla,Yes,No,62.92
8,5,6,vanilla,No,Very,20.92
9,6,11,chocolate,No,Very,8.66
13,9,6,chocolate,No,No,109.66
5,8,9,vanilla,No,No,9.6
7,5,4,chocolate,No,No,9.91
6,7,9,strawberry,No,Somewhat,11.47
7,8,9,vanilla,No,No,9.73
7,9,12,vanilla,No,Somewhat,10.96
10,11,4,vanilla,Yes,No,13.31
10,9,9,chocolate,No,Somewhat,41.07
11,7,6,lemon,No,No,51.72
11,4,5,chocolate,No,Very,32.92
8,9,9,chocolate,Yes,Somewhat,21.28
5,6,5,lemon,No,Somewhat,10.26
12,5,10,chocolate,No,No,36.79
6,10,11,strawberry,Yes,Somewhat,6.27
9,4,10,lemon,No,Very,13.82
12,9,7,vanilla,No,Somewhat,89.6
8,8,8,chocolate,No,No,27.4
14,10,10,lemon,No,No,85.23
12,6,5,chocolate,No,Somewhat,39.06
9,5,9,strawberry,No,Somewhat,15.35
13,7,5,marzipan,No,No,46.73
9,8,8,vanilla,No,Very,34.58
7,9,11,chocolate,No,Somewhat,13.14
11,11,11,chocolate,Yes,Somewhat,35.07
10,10,11,chocolate,No,No,38.62
12,6,12,vanilla,No,No,11.03
6,5,11,chocolate,No,Very,3.13
6,4,6,lemon,No,No,8.7
5,7,11,strawberry,No,No,3.52
6,6,9,chocolate,No,Very,5.39
7,4,10,chocolate,No,Very,4.28
9,7,6,vanilla,No,Somewhat,27.22
13,8,6,chocolate,No,Very,60.75
14,9,8,chocolate,No,No,76.46
12,8,11,marzipan,No,Somewhat,38.38
8,10,9,strawberry,Yes,Somewhat,18.11
4,4,11,chocolate,No,Somewhat,2.38
11,12,6,vanilla,Yes,No,53.02
6,8,5,strawberry,No,No,18.52
6,6,8,lemon,No,No,9.46
14,7,9,vanilla,No,Somewhat,61.47
12,7,4,chocolate,No,Somewhat,48.0
4,4,7,lemon,No,Somewhat,4.23
10,10,10,chocolate,No,No,36.14
7,7,9,chocolate,No,Very,10.93
12,7,5,vanilla,No,Very,36.4
13,8,10,chocolate,No,No,50.92
12,9,7,chocolate,No,Very,81.9
8,8,8,chocolate,No,No,16.0
12,6,6,marzipan,No,Somewhat,69.2
11,9,10,chocolate,No,Somewhat,47.04
7,4,9,vanilla,No,No,7.26
11,6,12,chocolate,No,Somewhat,19.06
10,7,11,lemon,No,Somewhat,25.16
8,10,10,chocolate,No,Somewhat,33.42
7,7,12,vanilla,No,Somewhat,12.18
8,4,5,lemon,No,No,17.69
10,8,9,vanilla,No,No,30.2
11,9,8,chocolate,No,Somewhat,83.79
9,5,12,vanilla,No,Somewhat,8.01
12,10,6,chocolate,No,No,65.25
11,5,7,vanilla,No,Somewhat,39.98
6,5,7,vanilla,No,Very,6.95
12,5,4,marzipan,No,Somewhat,41.7
6,7,7,vanilla,No,No,12.2
9,7,10,chocolate,No,Somewhat,24.53
10,7,7,chocolate,No,Somewhat,31.23
11,8,8,vanilla,No,Somewhat,42.55
7,8,8,chocolate,No,Somewhat,17.03
11,9,9,lemon,No,No,36.86
5,8,9,lemon,Yes,Somewhat,6.8
10,11,11,vanilla,Yes,Somewhat,32.26
6,6,4,strawberry,No,Somewhat,7.63
9,6,9,marzipan,No,Somewhat,16.87
10,6,11,coffee,No,Somewhat,29.64
8,10,7,strawberry,No,Somewhat,31.28
11,7,8,chocolate,No,Somewhat,44.62
7,11,8,chocolate,Yes,Somewhat,17.64
6,9,7,vanilla,No,No,11.81
10,8,9,strawberry,No,Somewhat,28.1
9,8,9,vanilla,No,Somewhat,24.93
7,5,9,vanilla,No,No,7.78
6,8,11,strawberry,Yes,Somewhat,6.63
10,5,10,lemon,No,Somewhat,20.79
14,8,10,chocolate,No,Somewhat,58.93
9,12,11,lemon,Yes,Somewhat,27.09
6,6,10,chocolate,No,No,8.57
11,8,4,chocolate,No,Very,27.59
9,11,12,chocolate,Yes,Very,22.29
4,4,5,vanilla,No,Somewhat,2.41
9,7,11,vanilla,No,Somewhat,14.2
7,5,4,chocolate,No,No,12.4
8,7,6,chocolate,No,Somewhat,34.5
10,8,9,strawberry,No,Somewhat,27.96
7,6,11,lemon,No,Somewhat,11.19
9,7,8,lemon,No,Somewhat,32.03
4,9,8,chocolate,Yes,No,2.81
6,10,7,vanilla,Yes,No,4.0
7,9,7,lemon,No,Somewhat,31.73
12,7,7,chocolate,No,No,32.92
8,4,6,vanilla,No,Somewhat,17.41
10,9,10,chocolate,Yes,Somewhat,29.26
10,10,9,vanilla,Yes,No,15.2
11,7,7,vanilla,No,No,38.12
10,4,10,chocolate,No,Somewhat,21.23
6,7,9,chocolate,No,Somewhat,8.82
8,5,4,strawberry,No,Somewhat,15.62
9,12,5,chocolate,Yes,Somewhat,63.37
12,10,8,vanilla,Yes,No,20.71
9,4,8,vanilla,No,No,11.77
5,6,7,strawberry,No,Somewhat,5.36
8,6,6,strawberry,No,Somewhat,17.14
6,5,7,chocolate,No,No,12.44
8,9,6,vanilla,Yes,No,17.88
9,6,8,vanilla,No,Somewhat,25.61
12,8,12,chocolate,No,Somewhat,35.39
9,6,8,vanilla,No,Somewhat,21.08
11,7,7,chocolate,No,Somewhat,55.14
8,7,8,lemon,No,Very,21.7
6,9,8,vanilla,No,Somewhat,14.0
8,6,10,lemon,No,Somewhat,20.69
5,4,8,chocolate,No,Somewhat,6.45
11,5,10,strawberry,No,No,21.92
12,12,5,chocolate,Yes,No,37.68
7,8,6,chocolate,No,No,17.12
5,6,7,vanilla,No,Somewhat,7.99
13,9,9,vanilla,No,Somewhat,57.53
9,5,8,strawberry,No,Somewhat,20.79
8,9,7,vanilla,No,Somewhat,39.64
12,9,6,chocolate,No,No,70.51
11,11,5,chocolate,Yes,Somewhat,69.74
9,9,6,vanilla,No,No,29.2
9,5,9,strawberry,No,No,13.79
9,5,5,vanilla,No,No,25.77
11,6,11,chocolate,No,No,21.66
9,6,8,chocolate,No,Somewhat,31.3
6,6,10,strawberry,No,Somewhat,8.1
7,8,10,lemon,No,Very,21.79
5,8,10,strawberry,No,Somewhat,5.88
7,11,10,vanilla,Yes,Somewhat,12.85
11,6,7,chocolate,No,Somewhat,47.69
12,7,7,chocolate,No,Somewhat,54.81
11,8,12,strawberry,No,Somewhat,15.5
14,7,7,chocolate,No,Somewhat,94.39
9,8,7,vanilla,No,Somewhat,41.93
11,6,10,chocolate,No,Somewhat,28.39
11,9,9,lemon,Yes,No,8.54
7,9,6,chocolate,No,Somewhat,19.98
5,6,9,vanilla,No,Somewhat,9.61
5,7,11,chocolate,No,Somewhat,5.58
11,7,11,marzipan,No,Somewhat,28.38
10,12,12,marzipan,Yes,No,12.83
9,4,7,vanilla,No,Very,16.58
11,6,10,chocolate,No,Somewhat,36.89
11,7,6,lemon,No,Very,46.75
13,8,6,vanilla,No,Somewhat,61.16
4,6,10,chocolate,No,No,2.85
9,10,12,chocolate,Yes,No,3.97
6,5,9,vanilla,No,Somewhat,5.61
7,6,10,chocolate,No,Very,7.64
7,7,9,chocolate,No,Very,16.78
13,13,7,chocolate,Yes,No,27.63
5,7,9,vanilla,No,Somewhat,5.42
14,8,6,lemon,No,Somewhat,85.64
8,9,8,vanilla,No,Somewhat,35.54
13,9,5,chocolate,No,Somewhat,89.63
8,5,9,chocolate,No,No,9.86
11,6,7,strawberry,No,No,21.25
5,6,9,vanilla,No,Somewhat,7.11
10,5,9,vanilla,No,Somewhat,22.31
9,9,9,vanilla,No,Somewhat,41.05
5,8,6,vanilla,No,No,9.22
9,7,10,chocolate,No,Somewhat,24.67
13,14,5,chocolate,Yes,No,50.31
12,7,8,chocolate,No,No,32.8
8,9,9,chocolate,No,No,24.78
10,7,5,vanilla,No,No,38.29
10,12,8,lemon,Yes,Very,83.74
9,7,9,chocolate,No,Somewhat,17.89
8,6,11,vanilla,No,No,12.44
8,9,10,vanilla,Yes,Somewhat,15.45
12,9,9,chocolate,No,No,57.64
12,6,10,vanilla,No,No,16.92
9,10,5,lemon,Yes,No,14.17
7,10,7,chocolate,Yes,Somewhat,22.15
8,4,10,strawberry,No,Somewhat,10.77
10,5,9,lemon,No,No,16.63
